domain,domain_label,threshold,threshold_label,re,re_label,model_file,term_raw,term,label,domain_group,param_type,transition,median,mean,sd,q025,q05,q95,q975,p_gt_0,p_lt_0
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_age_c,age_c,Age,Demographics,scalar,global,-0.05075365,-0.051384768488275,0.028915042079956776,-0.11126825,-0.1008632,-0.005610136000000007,0.0032403020000000026,0.03175,0.96825
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.170667,-0.1690729332745,0.057450471380262436,-0.2808543,-0.26200395,-0.07439048,-0.05852752,0.0015,0.9985
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.278451,-0.2810175002694,0.26013889553401837,-0.78640575,-0.71350885,0.1349881999999999,0.21875102500000007,0.142,0.858
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,-0.111571,-0.112596069427075,0.1244668476950156,-0.35945232499999996,-0.3201634,0.08848933499999981,0.13374660000000005,0.17825,0.82175
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,0.011037249999999998,0.010618318658375,0.08503142194080693,-0.158951975,-0.12783859999999997,0.15099414999999988,0.17560192500000008,0.5585,0.4415
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,-0.0226879,-0.02174703011305,0.12312498255639251,-0.26338870000000003,-0.2261774,0.18081174999999985,0.217524025,0.422,0.578
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.2031945,-0.20263126283125,0.17470763462623867,-0.5384239,-0.4865283,0.08550349499999992,0.14262615000000023,0.1215,0.8785
cosmopolitan,Cosmo & Networks,strict,Strict (Equal Slopes),rs,Crossed Random Slopes,hier_cosmopolitan_strict_rs.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.26591750000000003,-0.267617134599625,0.10485541020946659,-0.47431407499999995,-0.44093205,-0.09280588000000004,-0.056504689999999885,0.00475,0.99525
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,b_income_c,income_c,Household Income,Demographics,scalar,global,0.0235035,0.0224828987087,0.03201497699370639,-0.040215595,-0.0312894,0.07448167499999998,0.08437754250000004,0.7555,0.2445
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,b_age_c,age_c,Age,Demographics,scalar,global,-0.050568,-0.05097871208975,0.03096089011726662,-0.11352935000000001,-0.1023993,-0.0014598235000000243,0.009402146000000017,0.04725,0.95275
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.189566,-0.19046541005,0.05640843782366944,-0.30292067500000003,-0.2833424,-0.09867251000000002,-0.07701888999999999,7.5e-4,0.99925
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.33476700000000004,-0.333514240843,0.26061812284773594,-0.8518215,-0.7647609,0.09009695999999934,0.17079147500000003,0.097,0.903
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,-0.1143105,-0.1114572599679,0.1287407997975173,-0.35430654999999994,-0.31827185,0.10121674999999991,0.13861692500000003,0.19575,0.80425
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,0.01390495,0.01500480025795,0.08796888962608582,-0.15420457499999998,-0.12817555000000003,0.15971744999999996,0.1857264,0.56425,0.43575
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,-0.0163513,-0.0165441603882,0.12456566676777231,-0.26273825,-0.21971825,0.18619339999999981,0.22741915000000001,0.449,0.551
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.2050385,-0.205833582052725,0.17703051470332248,-0.548548325,-0.50244735,0.08395345999999998,0.13932615,0.12825,0.87175
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.27819,-0.2791560857475,0.1033495803944117,-0.48764199999999996,-0.44923665,-0.11163385000000008,-0.08166063999999996,0.00375,0.99625
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,bcs_educ_c_avg,educ_c,Educational Attainment,Cultural Capital,cs_average,mean_1_6,0.10347854166666667,0.10317708652349084,0.036333281771067726,0.031612103125000006,0.04165951529166667,0.16232161333333334,0.1719788641666667,0.99825,0.00175
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,bcs_peduc_c_avg,peduc_c,Parental Education,Cultural Capital,cs_average,mean_1_6,-0.03730900833333334,-0.03752537550202917,0.035010212069575185,-0.10828990375,-0.09472455166666668,0.018826594999999995,0.029175435750000006,0.13925,0.86075
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,bcs_arts_c_avg,arts_c,Childhood Arts Socialization,Cultural Capital,cs_average,mean_1_6,-0.05389597916666666,-0.05405813014847608,0.034012495041065634,-0.11829094166666666,-0.10881680916666667,0.0022467215833333323,0.012429543625000008,0.05675,0.94325
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,bcs_social_c_avg,social_c,Social Conservatism,Ideology,cs_average,mean_1_6,0.18618250833333333,0.187962363884075,0.05288573144409285,0.08564018958333333,0.10239576666666667,0.27498641416666636,0.29133930666666663,1,0
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,bcs_economic_c_avg,economic_c,Economic Conservatism,Ideology,cs_average,mean_1_6,-0.03493817833333333,-0.03497368307063667,0.049893534638883554,-0.13099838833333333,-0.11580459924999999,0.048267693333333264,0.06241059637500001,0.244,0.756
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,bcs_cosmo_global_c_avg,cosmo_global_c,Global Citizen Identity,Cosmopolitan Capital,cs_average,mean_1_6,0.035285333333333335,0.03565293324264571,0.030891565253089913,-0.024077663416666666,-0.014035403333333332,0.08706553066666665,0.09571462179166669,0.87575,0.12425
cosmopolitan,Cosmo & Networks,relaxed,Relaxed CS,rs,Crossed Random Slopes,hier_cosmopolitan_relaxed_rs.rds,bcs_network_diversity_c_avg,network_diversity_c,Friendship Network Diversity,Cosmopolitan Capital,cs_average,mean_1_6,0.05792191000000001,0.05912064613366,0.033375010282354935,-0.005179030750000001,0.005852386666666663,0.1142989783333333,0.12570159625000002,0.966,0.034
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,b_income_c,income_c,Household Income,Demographics,scalar,global,0.020613899999999998,0.0196905019853,0.031157500063142527,-0.044489192500000004,-0.033428915,0.068876205,0.07865019250000001,0.74025,0.25975
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,b_age_c,age_c,Age,Demographics,scalar,global,-0.03052275,-0.03107542117467775,0.032268400502933586,-0.098265835,-0.085089085,0.020133074999999934,0.03122323750000001,0.173,0.827
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,b_gend.fWoman,gend.fWoman,Gender: Woman,Demographics,scalar,global,-0.19187,-0.1905675122074,0.05521587798529509,-0.30068872499999993,-0.28012395,-0.10079510000000003,-0.08393163499999998,0,1
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,b_gend.fNonbinaryDOther,gend.fNonbinaryDOther,Gender: Nonbinary / Other,Demographics,scalar,global,-0.374073,-0.37281834925975,0.2577345843165101,-0.88690565,-0.79903785,0.04910564499999994,0.1159045,0.0775,0.9225
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,b_race.fAsian,race.fAsian,Ethnoracial: Asian,Ethnoracial Identification,scalar,global,0.00417886,0.007177382301475,0.12776186820538885,-0.23712347499999997,-0.2011158,0.21959114999999996,0.2662482000000001,0.51425,0.48575
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,b_race.fBlack,race.fBlack,Ethnoracial: Black,Ethnoracial Identification,scalar,global,-0.006447410000000001,-0.0073856730309075,0.0854834089505999,-0.17324192499999996,-0.14858264999999998,0.12935559999999993,0.152767225,0.47125,0.52875
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,b_race.fHispanic,race.fHispanic,Ethnoracial: Hispanic / Latino,Ethnoracial Identification,scalar,global,0.004428535,0.008308416144600001,0.11828736821313542,-0.218705525,-0.17847585,0.20384734999999995,0.24277415000000008,0.518,0.482
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,b_race.fMixedOther,race.fMixedOther,Ethnoracial: Mixed Other,Ethnoracial Identification,scalar,global,-0.17733749999999998,-0.18134152758425,0.17489911469035924,-0.5281292,-0.471336,0.1014912999999999,0.14751955000000017,0.15375,0.84625
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,b_race.fMixedWhite,race.fMixedWhite,Ethnoracial: Mixed White,Ethnoracial Identification,scalar,global,-0.2057215,-0.20481656773575,0.10373832416072384,-0.41532125,-0.37865425,-0.03626579000000003,-0.003955471999999845,0.02275,0.97725
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_educ_c_avg,educ_c,Educational Attainment,Cultural Capital,cs_average,mean_1_6,0.056527225,0.055679617186179586,0.03548397146868723,-0.016636944229166666,-0.0044853474999999995,0.11094840924999999,0.1223627266666667,0.93725,0.06275
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_peduc_c_avg,peduc_c,Parental Education,Cultural Capital,cs_average,mean_1_6,-0.03837409333333333,-0.03780385959059375,0.03296751602884583,-0.09970008625,-0.09106692225,0.01712344583333332,0.02877745891666668,0.132,0.868
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_arts_c_avg,arts_c,Childhood Arts Socialization,Cultural Capital,cs_average,mean_1_6,-0.07303379083333333,-0.07228212929325083,0.032536151746583676,-0.13346177166666667,-0.12415245250000001,-0.01783559083333335,-0.007653097774999987,0.0155,0.9845
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_social_c_avg,social_c,Social Conservatism,Ideology,cs_average,mean_1_6,0.1206848025,0.12179540926687916,0.04791567902660551,0.030431232916666672,0.043363117500000006,0.20318981916666665,0.220181928125,0.9945,0.0055
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_economic_c_avg,economic_c,Economic Conservatism,Ideology,cs_average,mean_1_6,-0.028372060833333334,-0.02938436034157875,0.04907603083650486,-0.12564415083333333,-0.11128581416666666,0.05068741358333333,0.06522924312500007,0.275,0.725
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_fancy_rest_c_avg,fancy_rest_c,Fine Dining Frequency,Dining & Arts Practices,cs_average,mean_1_6,0.12057214083333334,0.12042553736226208,0.037883682379471983,0.04450208529166667,0.05611460758333333,0.18255096083333333,0.19178209000000002,0.99975,2.5e-4
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_fast_food_c_avg,fast_food_c,Fast Food Frequency,Dining & Arts Practices,cs_average,mean_1_6,0.039450240166666664,0.039587384047425,0.02999020106459467,-0.018029083124999998,-0.009412518483333333,0.08883601175,0.09820841166666668,0.9055,0.0945
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_highbrow_arts_c_avg,highbrow_arts_c,Adult Highbrow Arts Attendance,Dining & Arts Practices,cs_average,mean_1_6,0.10657955,0.10649276671993209,0.0382300988983534,0.033883463333333336,0.043578216666666676,0.17006245780833332,0.18237346495833337,0.99825,0.00175
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_taste_authentic_c_avg,taste_authentic_c,Dispositions: Exotic / Authentic,Taste Dispositions,cs_average,mean_1_6,-0.124915575,-0.12459796345494958,0.03249730423250525,-0.18815741083333334,-0.17803807166666666,-0.07019742633333334,-0.06114916666666663,0,1
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_taste_familiar_c_avg,taste_familiar_c,Dispositions: Familiar Comfort,Taste Dispositions,cs_average,mean_1_6,0.048635325,0.04851101367979287,0.031432451008476664,-0.012776777916666671,-0.003079849999999992,0.10047115833333327,0.10968892104166669,0.941,0.059
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_taste_light_c_avg,taste_light_c,Dispositions: Light / Fresh,Taste Dispositions,cs_average,mean_1_6,-0.0274723,-0.027508114383451666,0.029800483567626046,-0.08682920749999999,-0.07607590916666666,0.022280967499999964,0.03132225462500001,0.17525,0.82475
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_taste_rich_c_avg,taste_rich_c,Dispositions: Rich / Hearty,Taste Dispositions,cs_average,mean_1_6,-0.013286,-0.013465231835026667,0.03122243059905929,-0.07427608458333335,-0.06593373833333334,0.04020774166666664,0.04963813162499999,0.329,0.671
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_cosmo_global_c_avg,cosmo_global_c,Global Citizen Identity,Cosmopolitan Capital,cs_average,mean_1_6,0.031091941666666668,0.030480573321824165,0.029853041493906163,-0.02967380683333333,-0.020017534233333335,0.07813789134166665,0.08823069670833335,0.842,0.158
meta,Omnibus Meta,relaxed,Relaxed CS (All Vars),ri,Random Intercepts,hier_meta_relaxed_ri.rds,bcs_network_diversity_c_avg,network_diversity_c,Friendship Network Diversity,Cosmopolitan Capital,cs_average,mean_1_6,0.012475458333333333,0.011988703497945834,0.03397258931862879,-0.058090963749999995,-0.044843412183333334,0.06548256749999995,0.07649739208333334,0.64375,0.35625
